hours_grown1,hours_grown2,gene_downstream,fl_mean_log1,fl_mean_log2,fl_var_log1,fl_var_log2,cor_mean,cor_var
2h,10h,lolA,6.61426724,6.433177712,0.234064881,0.253990082,0.993455194,0.96906665
2h,11h,lolA,6.61426724,6.428029792,0.234064881,0.257374182,0.993512995,0.974642762
2h,3h,sanA,7.115093529,7.067117543,0.254687296,0.227652886,0.99928754,0.988243814
2h,5h,sanA,7.115093529,7.08840363,0.254687296,0.193007627,0.996809614,0.980801564
2h,6.5h,sanA,7.115093529,7.132346041,0.254687296,0.18610642,0.994971093,0.97800703
2h,8.5h,sanA,7.115093529,7.15102388,0.254687296,0.177861624,0.993749032,0.975794932
2h,10h,sanA,7.115093529,7.061904074,0.254687296,0.187356073,0.993455194,0.96906665
2h,11h,sanA,7.115093529,7.037446758,0.254687296,0.196603607,0.993512995,0.974642762
2h,3h,trmE,8.259363636,8.249858213,0.115961503,0.121255032,0.99928754,0.988243814
2h,5h,trmE,8.259363636,8.196609747,0.115961503,0.136382857,0.996809614,0.980801564
2h,6.5h,trmE,8.259363636,8.24625484,0.115961503,0.128979745,0.994971093,0.97800703
2h,8.5h,trmE,8.259363636,8.206043976,0.115961503,0.148651035,0.993749032,0.975794932
2h,10h,trmE,8.259363636,8.070984959,0.115961503,0.148640021,0.993455194,0.96906665
2h,11h,trmE,8.259363636,8.031582995,0.115961503,0.152587622,0.993512995,0.974642762
2h,3h,emrA,5.795923756,5.809341408,0.225415049,0.226844349,0.99928754,0.988243814
2h,5h,emrA,5.795923756,5.801134996,0.225415049,0.217855729,0.996809614,0.980801564
2h,6.5h,emrA,5.795923756,5.868676397,0.225415049,0.217032239,0.994971093,0.97800703
2h,8.5h,emrA,5.795923756,5.801569828,0.225415049,0.215045813,0.993749032,0.975794932
2h,10h,emrA,5.795923756,5.674403762,0.225415049,0.269161667,0.993455194,0.96906665
2h,11h,emrA,5.795923756,5.743108787,0.225415049,0.245461775,0.993512995,0.974642762
2h,3h,insA_1,5.859137746,5.849688562,0.216525103,0.234714575,0.99928754,0.988243814
2h,5h,insA_1,5.859137746,5.846176423,0.216525103,0.228659296,0.996809614,0.980801564
2h,6.5h,insA_1,5.859137746,5.901176012,0.216525103,0.197031231,0.994971093,0.97800703
2h,8.5h,insA_1,5.859137746,5.830152848,0.216525103,0.234004811,0.993749032,0.975794932
2h,10h,insA_1,5.859137746,5.734666904,0.216525103,0.271961455,0.993455194,0.96906665
2h,11h,insA_1,5.859137746,5.761335033,0.216525103,0.243657843,0.993512995,0.974642762
2h,3h,yajO,8.137942606,8.095328951,0.150864202,0.149980735,0.99928754,0.988243814
2h,5h,yajO,8.137942606,8.071314777,0.150864202,0.160489065,0.996809614,0.980801564
2h,6.5h,yajO,8.137942606,8.100478188,0.150864202,0.156426597,0.994971093,0.97800703
2h,8.5h,yajO,8.137942606,8.096514216,0.150864202,0.168537036,0.993749032,0.975794932
2h,10h,yajO,8.137942606,8.00138608,0.150864202,0.167679152,0.993455194,0.96906665
2h,11h,yajO,8.137942606,7.975058532,0.150864202,0.169601474,0.993512995,0.974642762
2h,3h,ylaB,8.062491088,8.065818081,0.132721998,0.132574693,0.99928754,0.988243814
2h,5h,ylaB,8.062491088,8.005165882,0.132721998,0.134844576,0.996809614,0.980801564
2h,6.5h,ylaB,8.062491088,8.022769785,0.132721998,0.141836124,0.994971093,0.97800703
2h,8.5h,ylaB,8.062491088,7.97679564,0.132721998,0.14454178,0.993749032,0.975794932
2h,10h,ylaB,8.062491088,7.876429081,0.132721998,0.146368836,0.993455194,0.96906665
2h,11h,ylaB,8.062491088,7.841095176,0.132721998,0.148585818,0.993512995,0.974642762
2h,3h,ylaC,8.265955549,8.221333586,0.131308101,0.112946387,0.99928754,0.988243814
2h,5h,ylaC,8.265955549,8.128081868,0.131308101,0.113784226,0.996809614,0.980801564
2h,6.5h,ylaC,8.265955549,8.113947836,0.131308101,0.115979986,0.994971093,0.97800703
2h,8.5h,ylaC,8.265955549,8.072945163,0.131308101,0.122267887,0.993749032,0.975794932
2h,10h,ylaC,8.265955549,7.976564376,0.131308101,0.118394558,0.993455194,0.96906665
2h,11h,ylaC,8.265955549,7.986862263,0.131308101,0.127901513,0.993512995,0.974642762
2h,3h,ybaK,6.413710664,6.411353636,0.267279795,0.254447856,0.99928754,0.988243814
2h,5h,ybaK,6.413710664,6.42862842,0.267279795,0.25674808,0.996809614,0.980801564
2h,6.5h,ybaK,6.413710664,6.462955225,0.267279795,0.253056839,0.994971093,0.97800703
2h,8.5h,ybaK,6.413710664,6.450539683,0.267279795,0.252608987,0.993749032,0.975794932
2h,10h,ybaK,6.413710664,6.347993643,0.267279795,0.270376076,0.993455194,0.96906665
2h,11h,ybaK,6.413710664,6.336790256,0.267279795,0.274900647,0.993512995,0.974642762
2h,3h,ylbG,7.191133775,7.074614256,0.179052923,0.189312413,0.99928754,0.988243814
2h,5h,ylbG,7.191133775,7.004026293,0.179052923,0.196819033,0.996809614,0.980801564
2h,6.5h,ylbG,7.191133775,7.010632357,0.179052923,0.193790598,0.994971093,0.97800703
2h,8.5h,ylbG,7.191133775,6.990809108,0.179052923,0.192455736,0.993749032,0.975794932
2h,10h,ylbG,7.191133775,6.902904245,0.179052923,0.214011141,0.993455194,0.96906665
2h,11h,ylbG,7.191133775,6.865341136,0.179052923,0.218020001,0.993512995,0.974642762
2h,3h,yagT,6.591906723,6.617141906,0.265112472,0.279677093,0.99928754,0.988243814
2h,5h,yagT,6.591906723,6.652665464,0.265112472,0.252033434,0.996809614,0.980801564
2h,6.5h,yagT,6.591906723,6.688206579,0.265112472,0.25515924,0.994971093,0.97800703
2h,8.5h,yagT,6.591906723,6.645604559,0.265112472,0.268400673,0.993749032,0.975794932
2h,10h,yagT,6.591906723,6.591652435,0.265112472,0.259232071,0.993455194,0.96906665
2h,11h,yagT,6.591906723,6.589896715,0.265112472,0.278295235,0.993512995,0.974642762
2h,3h,yahC,5.893681543,5.904826405,0.248875161,0.237016234,0.99928754,0.988243814
2h,5h,yahC,5.893681543,5.926238756,0.248875161,0.231491099,0.996809614,0.980801564
2h,6.5h,yahC,5.893681543,5.925097882,0.248875161,0.209661968,0.994971093,0.97800703
2h,8.5h,yahC,5.893681543,5.883030961,0.248875161,0.245040085,0.993749032,0.975794932
2h,10h,yahC,5.893681543,5.792838146,0.248875161,0.287731542,0.993455194,0.96906665
2h,11h,yahC,5.893681543,5.81245221,0.248875161,0.273401572,0.993512995,0.974642762
2h,3h,b0332,6.899730038,6.847298252,0.23946152,0.243764365,0.99928754,0.988243814
2h,5h,b0332,6.899730038,6.837030452,0.23946152,0.238448633,0.996809614,0.980801564
2h,6.5h,b0332,6.899730038,6.850700686,0.23946152,0.2477879,0.994971093,0.97800703
2h,8.5h,b0332,6.899730038,6.824440254,0.23946152,0.259295262,0.993749032,0.975794932
2h,10h,b0332,6.899730038,6.71747779,0.23946152,0.268552888,0.993455194,0.96906665
2h,11h,b0332,6.899730038,6.683372374,0.23946152,0.26429228,0.993512995,0.974642762
2h,3h,b0373,6.038922402,6.04816716,0.241535954,0.227887061,0.99928754,0.988243814
2h,5h,b0373,6.038922402,6.007549117,0.241535954,0.238084839,0.996809614,0.980801564
2h,6.5h,b0373,6.038922402,6.030417487,0.241535954,0.21679981,0.994971093,0.97800703
2h,8.5h,b0373,6.038922402,6.004004677,0.241535954,0.226537951,0.993749032,0.975794932
2h,10h,b0373,6.038922402,5.878901745,0.241535954,0.272010354,0.993455194,0.96906665
2h,11h,b0373,6.038922402,5.89156055,0.241535954,0.26687445,0.993512995,0.974642762
2h,3h,lacZ,7.077503908,6.967584854,0.571646611,0.495576927,0.99928754,0.988243814
2h,5h,lacZ,7.077503908,6.822784304,0.571646611,0.49686341,0.996809614,0.980801564
2h,6.5h,lacZ,7.077503908,6.828162739,0.571646611,0.490922561,0.994971093,0.97800703
2h,8.5h,lacZ,7.077503908,6.912626043,0.571646611,0.551539015,0.993749032,0.975794932
2h,10h,lacZ,7.077503908,6.864884876,0.571646611,0.592687339,0.993455194,0.96906665
2h,11h,lacZ,7.077503908,6.903607248,0.571646611,0.590495349,0.993512995,0.974642762
2h,3h,insA_2,8.536449036,8.460501598,0.090694513,0.082874809,0.99928754,0.988243814
2h,5h,insA_2,8.536449036,8.383700497,0.090694513,0.097664583,0.996809614,0.980801564
2h,6.5h,insA_2,8.536449036,8.365374316,0.090694513,0.0943015,0.994971093,0.97800703
2h,8.5h,insA_2,8.536449036,8.348899034,0.090694513,0.101886377,0.993749032,0.975794932
2h,10h,insA_2,8.536449036,8.300241578,0.090694513,0.100570507,0.993455194,0.96906665
2h,11h,insA_2,8.536449036,8.324431076,0.090694513,0.106505713,0.993512995,0.974642762
2h,3h,yaiI,6.866498179,6.84190683,0.234702031,0.230025288,0.99928754,0.988243814
2h,5h,yaiI,6.866498179,6.767219314,0.234702031,0.255142095,0.996809614,0.980801564
2h,6.5h,yaiI,6.866498179,6.790563686,0.234702031,0.23166857,0.994971093,0.97800703
2h,8.5h,yaiI,6.866498179,6.741123771,0.234702031,0.247725628,0.993749032,0.975794932
2h,10h,yaiI,6.866498179,6.641419826,0.234702031,0.26637074,0.993455194,0.96906665
2h,11h,yaiI,6.866498179,6.628577141,0.234702031,0.2706584,0.993512995,0.974642762
2h,3h,ybaP,8.29296173,8.214177241,0.095373148,0.101953796,0.99928754,0.988243814
2h,5h,ybaP,8.29296173,8.106722559,0.095373148,0.104942016,0.996809614,0.980801564
2h,6.5h,ybaP,8.29296173,8.069498864,0.095373148,0.111623827,0.994971093,0.97800703
2h,8.5h,ybaP,8.29296173,8.034361969,0.095373148,0.103239803,0.993749032,0.975794932
2h,10h,ybaP,8.29296173,7.948472368,0.095373148,0.110972729,0.993455194,0.96906665
2h,11h,ybaP,8.29296173,7.968116543,0.095373148,0.110924787,0.993512995,0.974642762
2h,3h,allS,5.865584295,5.848991567,0.224377667,0.216915023,0.99928754,0.988243814
2h,5h,allS,5.865584295,5.85027176,0.224377667,0.200694331,0.996809614,0.980801564
2h,6.5h,allS,5.865584295,5.908932005,0.224377667,0.20202831,0.994971093,0.97800703
2h,8.5h,allS,5.865584295,5.851753283,0.224377667,0.202219145,0.993749032,0.975794932
2h,10h,allS,5.865584295,5.728558038,0.224377667,0.259121046,0.993455194,0.96906665
2h,11h,allS,5.865584295,5.763638003,0.224377667,0.233255359,0.993512995,0.974642762
2h,3h,ydcK,8.358729507,8.355560068,0.138797089,0.127017007,0.99928754,0.988243814
2h,5h,ydcK,8.358729507,8.316366808,0.138797089,0.129347095,0.996809614,0.980801564
2h,6.5h,ydcK,8.358729507,8.331732684,0.138797089,0.130677367,0.994971093,0.97800703
2h,8.5h,ydcK,8.358729507,8.292105906,0.138797089,0.138082974,0.993749032,0.975794932
2h,10h,ydcK,8.358729507,8.19458793,0.138797089,0.134498107,0.993455194,0.96906665
2h,11h,ydcK,8.358729507,8.17930398,0.138797089,0.136473211,0.993512995,0.974642762
2h,3h,allD,5.838939274,5.848924742,0.210020067,0.210277173,0.99928754,0.988243814
2h,5h,allD,5.838939274,5.875840443,0.210020067,0.201852457,0.996809614,0.980801564
2h,6.5h,allD,5.838939274,5.923924015,0.210020067,0.196774566,0.994971093,0.97800703
2h,8.5h,allD,5.838939274,5.839029309,0.210020067,0.219048993,0.993749032,0.975794932
2h,10h,allD,5.838939274,5.701048085,0.210020067,0.26204514,0.993455194,0.96906665
2h,11h,allD,5.838939274,5.761269338,0.210020067,0.237059907,0.993512995,0.974642762
2h,3h,dsbG,7.173430592,7.171151549,0.196608362,0.189351418,0.99928754,0.988243814
2h,5h,dsbG,7.173430592,7.095149852,0.196608362,0.198457903,0.996809614,0.980801564
2h,6.5h,dsbG,7.173430592,7.133045384,0.196608362,0.195769077,0.994971093,0.97800703
2h,8.5h,dsbG,7.173430592,7.072828793,0.196608362,0.207538151,0.993749032,0.975794932
2h,10h,dsbG,7.173430592,6.975664766,0.196608362,0.214638915,0.993455194,0.96906665
2h,11h,dsbG,7.173430592,6.968611264,0.196608362,0.214348569,0.993512995,0.974642762
2h,3h,cbpA,8.717619385,8.745456061,0.178595349,0.173280971,0.99928754,0.988243814
2h,5h,cbpA,8.717619385,8.647138706,0.178595349,0.213907977,0.996809614,0.980801564
2h,6.5h,cbpA,8.717619385,8.690742312,0.178595349,0.1900974,0.994971093,0.97800703
2h,8.5h,cbpA,8.717619385,8.564081106,0.178595349,0.191209663,0.993749032,0.975794932
2h,10h,cbpA,8.717619385,8.428535998,0.178595349,0.223259219,0.993455194,0.96906665
2h,11h,cbpA,8.717619385,8.418407506,0.178595349,0.243299274,0.993512995,0.974642762
2h,3h,borD,5.751672336,5.772329387,0.250462716,0.228558319,0.99928754,0.988243814
2h,5h,borD,5.751672336,5.770356661,0.250462716,0.232133631,0.996809614,0.980801564
2h,6.5h,borD,5.751672336,5.796420464,0.250462716,0.233727591,0.994971093,0.97800703
2h,8.5h,borD,5.751672336,5.699676243,0.250462716,0.260825212,0.993749032,0.975794932
2h,10h,borD,5.751672336,5.620938327,0.250462716,0.298242,0.993455194,0.96906665
2h,11h,borD,5.751672336,5.628885116,0.250462716,0.303301945,0.993512995,0.974642762
2h,3h,marC,7.904660506,7.936775157,0.115239297,0.109510944,0.99928754,0.988243814
2h,5h,marC,7.904660506,7.933532156,0.115239297,0.111430041,0.996809614,0.980801564
2h,6.5h,marC,7.904660506,7.972281708,0.115239297,0.1152549,0.994971093,0.97800703
2h,8.5h,marC,7.904660506,7.953344238,0.115239297,0.110145575,0.993749032,0.975794932
2h,10h,marC,7.904660506,7.81710406,0.115239297,0.123774329,0.993455194,0.96906665
2h,11h,marC,7.904660506,7.797488882,0.115239297,0.119012865,0.993512995,0.974642762
2h,3h,slyA,8.268785635,8.193888037,0.090447251,0.094678599,0.99928754,0.988243814
2h,5h,slyA,8.268785635,8.13860213,0.090447251,0.098923052,0.996809614,0.980801564
2h,6.5h,slyA,8.268785635,8.188502307,0.090447251,0.090076856,0.994971093,0.97800703
2h,8.5h,slyA,8.268785635,8.157033429,0.090447251,0.098601068,0.993749032,0.975794932
2h,10h,slyA,8.268785635,8.098181701,0.090447251,0.101172916,0.993455194,0.96906665
2h,11h,slyA,8.268785635,8.098928167,0.090447251,0.102648718,0.993512995,0.974642762
3h,5h,yafC,6.46710632,6.489462098,0.234367074,0.239667041,0.998827073,0.988537944
3h,6.5h,yafC,6.46710632,6.501902224,0.234367074,0.242233254,0.997622786,0.982744726
3h,8.5h,yafC,6.46710632,6.511074801,0.234367074,0.226299785,0.996528599,0.977397433
3h,10h,yafC,6.46710632,6.494038681,0.234367074,0.242321929,0.995976388,0.972188133
3h,11h,yafC,6.46710632,6.454408504,0.234367074,0.239465335,0.996150992,0.97633578
3h,5h,rnhA,6.447981623,6.430561072,0.232427135,0.232860886,0.998827073,0.988537944
3h,6.5h,rnhA,6.447981623,6.410008925,0.232427135,0.214439764,0.997622786,0.982744726
3h,8.5h,rnhA,6.447981623,6.352495751,0.232427135,0.231757966,0.996528599,0.977397433
3h,10h,rnhA,6.447981623,6.348457375,0.232427135,0.231008245,0.995976388,0.972188133
3h,11h,rnhA,6.447981623,6.343450654,0.232427135,0.23100613,0.996150992,0.97633578
3h,5h,dinJ,9.56164555,9.461585169,0.071240681,0.073442833,0.998827073,0.988537944
3h,6.5h,dinJ,9.56164555,9.398114329,0.071240681,0.077650804,0.997622786,0.982744726
3h,8.5h,dinJ,9.56164555,9.407735583,0.071240681,0.091900165,0.996528599,0.977397433
3h,10h,dinJ,9.56164555,9.385602131,0.071240681,0.0963439,0.995976388,0.972188133
3h,11h,dinJ,9.56164555,9.347570628,0.071240681,0.101094361,0.996150992,0.97633578
3h,5h,ybgH,6.569404139,6.501504395,0.258065223,0.241496313,0.998827073,0.988537944
3h,6.5h,ybgH,6.569404139,6.443768374,0.258065223,0.235325755,0.997622786,0.982744726
3h,8.5h,ybgH,6.569404139,6.42905551,0.258065223,0.238828622,0.996528599,0.977397433
3h,10h,ybgH,6.569404139,6.37082171,0.258065223,0.244651529,0.995976388,0.972188133
3h,11h,ybgH,6.569404139,6.325125083,0.258065223,0.259439709,0.996150992,0.97633578
3h,5h,ybiS,8.304938627,8.291399872,0.080721669,0.076935908,0.998827073,0.988537944
3h,6.5h,ybiS,8.304938627,8.297595296,0.080721669,0.078626848,0.997622786,0.982744726
3h,8.5h,ybiS,8.304938627,8.307060198,0.080721669,0.078698824,0.996528599,0.977397433
3h,10h,ybiS,8.304938627,8.278858157,0.080721669,0.080146188,0.995976388,0.972188133
3h,11h,ybiS,8.304938627,8.227938629,0.080721669,0.083308617,0.996150992,0.97633578
3h,5h,ymfE,6.547397862,6.538558315,0.249076058,0.238327378,0.998827073,0.988537944
3h,6.5h,ymfE,6.547397862,6.527885819,0.249076058,0.245633932,0.997622786,0.982744726
3h,8.5h,ymfE,6.547397862,6.532395579,0.249076058,0.249751116,0.996528599,0.977397433
3h,10h,ymfE,6.547397862,6.523528399,0.249076058,0.266974864,0.995976388,0.972188133
3h,11h,ymfE,6.547397862,6.516672806,0.249076058,0.272079591,0.996150992,0.97633578
3h,5h,minC,9.564719268,9.509937336,0.052015642,0.04832538,0.998827073,0.988537944
3h,6.5h,minC,9.564719268,9.476447977,0.052015642,0.049892104,0.997622786,0.982744726
3h,8.5h,minC,9.564719268,9.448597704,0.052015642,0.053574465,0.996528599,0.977397433
3h,10h,minC,9.564719268,9.39283803,0.052015642,0.050710075,0.995976388,0.972188133
3h,11h,minC,9.564719268,9.356170668,0.052015642,0.056681138,0.996150992,0.97633578
3h,5h,ycgK,6.198706478,6.15307157,0.264976123,0.249379681,0.998827073,0.988537944
3h,6.5h,ycgK,6.198706478,6.131862086,0.264976123,0.247388096,0.997622786,0.982744726
3h,8.5h,ycgK,6.198706478,6.015071389,0.264976123,0.275529743,0.996528599,0.977397433
3h,10h,ycgK,6.198706478,5.956461812,0.264976123,0.254081076,0.995976388,0.972188133
3h,11h,ycgK,6.198706478,5.935289968,0.264976123,0.263467783,0.996150992,0.97633578
3h,5h,ldhA,7.741380892,7.719416985,0.128351367,0.119859447,0.998827073,0.988537944
3h,6.5h,ldhA,7.741380892,7.644550136,0.128351367,0.131926851,0.997622786,0.982744726
3h,8.5h,ldhA,7.741380892,7.664312588,0.128351367,0.118431493,0.996528599,0.977397433
3h,10h,ldhA,7.741380892,7.61878645,0.128351367,0.1284169,0.995976388,0.972188133
3h,11h,ldhA,7.741380892,7.561381006,0.128351367,0.144192056,0.996150992,0.97633578
3h,5h,yddH,6.36101168,6.428584277,0.261768567,0.265628922,0.998827073,0.988537944
3h,6.5h,yddH,6.36101168,6.394210792,0.261768567,0.246807735,0.997622786,0.982744726
3h,8.5h,yddH,6.36101168,6.378188312,0.261768567,0.284398612,0.996528599,0.977397433
3h,10h,yddH,6.36101168,6.308158211,0.261768567,0.281581934,0.995976388,0.972188133
3h,11h,yddH,6.36101168,6.264776641,0.261768567,0.289073728,0.996150992,0.97633578
3h,5h,ydeI,6.306921239,6.344543339,0.275981981,0.275067798,0.998827073,0.988537944
3h,6.5h,ydeI,6.306921239,6.428397375,0.275981981,0.279206011,0.997622786,0.982744726
3h,8.5h,ydeI,6.306921239,6.447705455,0.275981981,0.300089742,0.996528599,0.977397433
3h,10h,ydeI,6.306921239,6.297683383,0.275981981,0.332951801,0.995976388,0.972188133
3h,11h,ydeI,6.306921239,6.288900868,0.275981981,0.307410559,0.996150992,0.97633578
3h,5h,Empty,8.49976236,8.25566206,0.105086467,0.107911278,0.998827073,0.988537944
3h,6.5h,Empty,8.49976236,8.20336197,0.105086467,0.10989175,0.997622786,0.982744726
3h,8.5h,Empty,8.49976236,8.166863033,0.105086467,0.111103176,0.996528599,0.977397433
3h,10h,Empty,8.49976236,8.078501951,0.105086467,0.114027108,0.995976388,0.972188133
3h,11h,Empty,8.49976236,8.026967381,0.105086467,0.126095195,0.996150992,0.97633578
3h,5h,ybiA,5.937639499,5.941900691,0.215106821,0.216237391,0.998827073,0.988537944
3h,6.5h,ybiA,5.937639499,5.987091916,0.215106821,0.190430969,0.997622786,0.982744726
3h,8.5h,ybiA,5.937639499,5.894802415,0.215106821,0.211380959,0.996528599,0.977397433
3h,10h,ybiA,5.937639499,5.809705767,0.215106821,0.236759925,0.995976388,0.972188133
3h,11h,ybiA,5.937639499,5.83519894,0.215106821,0.242477056,0.996150992,0.97633578
3h,5h,astC,5.935698289,5.93589447,0.233807942,0.225093273,0.998827073,0.988537944
3h,6.5h,astC,5.935698289,5.97525623,0.233807942,0.206675994,0.997622786,0.982744726
3h,8.5h,astC,5.935698289,5.924302131,0.233807942,0.219125258,0.996528599,0.977397433
3h,10h,astC,5.935698289,5.861665918,0.233807942,0.245865662,0.995976388,0.972188133
3h,11h,astC,5.935698289,5.914724662,0.233807942,0.237599513,0.996150992,0.97633578
3h,5h,ydjA,7.679704973,7.641758523,0.118678509,0.123999214,0.998827073,0.988537944
3h,6.5h,ydjA,7.679704973,7.63476231,0.118678509,0.137603486,0.997622786,0.982744726
3h,8.5h,ydjA,7.679704973,7.6777196,0.118678509,0.131867151,0.996528599,0.977397433
3h,10h,ydjA,7.679704973,7.65824059,0.118678509,0.121043523,0.995976388,0.972188133
3h,11h,ydjA,7.679704973,7.5837005,0.118678509,0.142843589,0.996150992,0.97633578
3h,5h,yebG,7.430181177,7.354771675,0.160282529,0.172780681,0.998827073,0.988537944
3h,6.5h,yebG,7.430181177,7.371646594,0.160282529,0.176212753,0.997622786,0.982744726
3h,8.5h,yebG,7.430181177,7.392065437,0.160282529,0.169705119,0.996528599,0.977397433
3h,10h,yebG,7.430181177,7.35178917,0.160282529,0.172376494,0.995976388,0.972188133
3h,11h,yebG,7.430181177,7.31721301,0.160282529,0.174123681,0.996150992,0.97633578
3h,5h,yfiE,7.664346716,7.599417527,0.146424977,0.149191826,0.998827073,0.988537944
3h,6.5h,yfiE,7.664346716,7.595392505,0.146424977,0.154930862,0.997622786,0.982744726
3h,8.5h,yfiE,7.664346716,7.633944792,0.146424977,0.146399181,0.996528599,0.977397433
3h,10h,yfiE,7.664346716,7.59183104,0.146424977,0.145422631,0.995976388,0.972188133
3h,11h,yfiE,7.664346716,7.560386605,0.146424977,0.161019822,0.996150992,0.97633578
3h,5h,ygbA,6.023294536,6.026385153,0.260177293,0.246644794,0.998827073,0.988537944
3h,6.5h,ygbA,6.023294536,6.029143238,0.260177293,0.237604736,0.997622786,0.982744726
