hours_grown1,hours_grown2,gene_downstream,fl_mean_log1,fl_mean_log2,fl_var_log1,fl_var_log2,cor_mean,cor_var
5h,10h,ycbW,7.553166076,7.714651597,0.140883037,0.130567548,0.998320015,0.977439216
5h,11h,ycbW,7.553166076,7.636835002,0.140883037,0.145240023,0.99848279,0.984754371
5h,6.5h,ycdN,7.047401989,7.120238782,0.19223871,0.184971266,0.999518545,0.989480991
5h,8.5h,ycdN,7.047401989,7.122193776,0.19223871,0.174202279,0.998834562,0.985034408
5h,10h,ycdN,7.047401989,7.056473198,0.19223871,0.186615694,0.998320015,0.977439216
5h,11h,ycdN,7.047401989,7.040735373,0.19223871,0.188833515,0.99848279,0.984754371
5h,6.5h,yagU,7.804914533,7.802822459,0.116055414,0.123550985,0.999518545,0.989480991
5h,8.5h,yagU,7.804914533,7.840062205,0.116055414,0.116039703,0.998834562,0.985034408
5h,10h,yagU,7.804914533,7.796666111,0.116055414,0.11843399,0.998320015,0.977439216
5h,11h,yagU,7.804914533,7.788568006,0.116055414,0.122836181,0.99848279,0.984754371
5h,6.5h,yahD,6.556419201,6.543141259,0.24200463,0.235938431,0.999518545,0.989480991
5h,8.5h,yahD,6.556419201,6.536238451,0.24200463,0.23840524,0.998834562,0.985034408
5h,10h,yahD,6.556419201,6.414253251,0.24200463,0.26060426,0.998320015,0.977439216
5h,11h,yahD,6.556419201,6.428389737,0.24200463,0.250139488,0.99848279,0.984754371
5h,6.5h,prpC,5.89064363,5.915313722,0.203646557,0.220704021,0.999518545,0.989480991
5h,8.5h,prpC,5.89064363,5.861302685,0.203646557,0.249223091,0.998834562,0.985034408
5h,10h,prpC,5.89064363,5.758942948,0.203646557,0.261966433,0.998320015,0.977439216
5h,11h,prpC,5.89064363,5.796263797,0.203646557,0.239661184,0.99848279,0.984754371
5h,6.5h,b0374,6.064690132,6.067407005,0.208232959,0.211280866,0.999518545,0.989480991
5h,8.5h,b0374,6.064690132,6.021957449,0.208232959,0.218233379,0.998834562,0.985034408
5h,10h,b0374,6.064690132,5.947106023,0.208232959,0.245029151,0.998320015,0.977439216
5h,11h,b0374,6.064690132,5.956377132,0.208232959,0.231374776,0.99848279,0.984754371
5h,6.5h,yaiZ,6.319088067,6.355033558,0.223690357,0.221478357,0.999518545,0.989480991
5h,8.5h,yaiZ,6.319088067,6.340392262,0.223690357,0.224807664,0.998834562,0.985034408
5h,10h,yaiZ,6.319088067,6.296080103,0.223690357,0.250084951,0.998320015,0.977439216
5h,11h,yaiZ,6.319088067,6.249422139,0.223690357,0.234014797,0.99848279,0.984754371
5h,6.5h,ybaD,7.07361641,7.058392609,0.183777194,0.186242391,0.999518545,0.989480991
5h,8.5h,ybaD,7.07361641,7.052661636,0.183777194,0.19561692,0.998834562,0.985034408
5h,10h,ybaD,7.07361641,7.001104154,0.183777194,0.196050993,0.998320015,0.977439216
5h,11h,ybaD,7.07361641,6.952113501,0.183777194,0.195451961,0.99848279,0.984754371
5h,6.5h,ybaQ,6.854285082,6.866884837,0.207805506,0.205227932,0.999518545,0.989480991
5h,8.5h,ybaQ,6.854285082,6.85953551,0.207805506,0.202332293,0.998834562,0.985034408
5h,10h,ybaQ,6.854285082,6.776592494,0.207805506,0.208358116,0.998320015,0.977439216
5h,11h,ybaQ,6.854285082,6.758221247,0.207805506,0.210304929,0.99848279,0.984754371
5h,6.5h,allA,6.154853308,6.16758657,0.222675532,0.222892976,0.999518545,0.989480991
5h,8.5h,allA,6.154853308,6.088436768,0.222675532,0.243329138,0.998834562,0.985034408
5h,10h,allA,6.154853308,6.026633323,0.222675532,0.270649238,0.998320015,0.977439216
5h,11h,allA,6.154853308,6.012960834,0.222675532,0.260687979,0.99848279,0.984754371
5h,6.5h,nhaA,6.901835655,6.945603573,0.236517779,0.231839368,0.999518545,0.989480991
5h,8.5h,nhaA,6.901835655,6.981509567,0.236517779,0.226413139,0.998834562,0.985034408
5h,10h,nhaA,6.901835655,6.905495631,0.236517779,0.235724344,0.998320015,0.977439216
5h,11h,nhaA,6.901835655,6.880073062,0.236517779,0.24573263,0.99848279,0.984754371
5h,6.5h,fdrA,5.797990319,5.805814605,0.238787196,0.243070606,0.999518545,0.989480991
5h,8.5h,fdrA,5.797990319,5.744210135,0.238787196,0.242319105,0.998834562,0.985034408
5h,10h,fdrA,5.797990319,5.659813546,0.238787196,0.295247264,0.998320015,0.977439216
5h,11h,fdrA,5.797990319,5.668342136,0.238787196,0.29407407,0.99848279,0.984754371
5h,6.5h,ahpC,6.573001372,6.657826803,0.228926846,0.221759626,0.999518545,0.989480991
5h,8.5h,ahpC,6.573001372,6.646147731,0.228926846,0.231126258,0.998834562,0.985034408
5h,10h,ahpC,6.573001372,6.547999191,0.228926846,0.240592054,0.998320015,0.977439216
5h,11h,ahpC,6.573001372,6.517129271,0.228926846,0.250644908,0.99848279,0.984754371
5h,6.5h,ycjG,6.46705312,6.484964055,0.227351771,0.236986551,0.999518545,0.989480991
5h,8.5h,ycjG,6.46705312,6.517769949,0.227351771,0.241870585,0.998834562,0.985034408
5h,10h,ycjG,6.46705312,6.458075316,0.227351771,0.251552071,0.998320015,0.977439216
5h,11h,ycjG,6.46705312,6.449563611,0.227351771,0.253710689,0.99848279,0.984754371
5h,6.5h,marR,6.340550428,6.337841426,0.240057636,0.240897905,0.999518545,0.989480991
5h,8.5h,marR,6.340550428,6.326270027,0.240057636,0.248019421,0.998834562,0.985034408
5h,10h,marR,6.340550428,6.229883334,0.240057636,0.277811814,0.998320015,0.977439216
5h,11h,marR,6.340550428,6.230108482,0.240057636,0.273673042,0.99848279,0.984754371
5h,6.5h,aceB,9.980984168,9.9609844,0.099318716,0.110399727,0.999518545,0.989480991
5h,8.5h,aceB,9.980984168,9.890655024,0.099318716,0.132229205,0.998834562,0.985034408
5h,10h,aceB,9.980984168,9.785494817,0.099318716,0.137261696,0.998320015,0.977439216
5h,11h,aceB,9.980984168,9.79333342,0.099318716,0.140666261,0.99848279,0.984754371
5h,6.5h,katE,7.680605113,7.748189677,0.167965747,0.161547637,0.999518545,0.989480991
5h,8.5h,katE,7.680605113,7.836376647,0.167965747,0.156656375,0.998834562,0.985034408
5h,10h,katE,7.680605113,7.759590572,0.167965747,0.163619563,0.998320015,0.977439216
5h,11h,katE,7.680605113,7.717370537,0.167965747,0.167612558,0.99848279,0.984754371
5h,6.5h,evgA,9.925421901,9.854481477,0.074232098,0.079468248,0.999518545,0.989480991
5h,8.5h,evgA,9.925421901,9.775681255,0.074232098,0.089213743,0.998834562,0.985034408
5h,10h,evgA,9.925421901,9.685055805,0.074232098,0.090805955,0.998320015,0.977439216
5h,11h,evgA,9.925421901,9.640210504,0.074232098,0.094137946,0.99848279,0.984754371
5h,6.5h,ypjD,6.643251501,6.630090501,0.201467934,0.217277723,0.999518545,0.989480991
5h,8.5h,ypjD,6.643251501,6.628016186,0.201467934,0.210044413,0.998834562,0.985034408
5h,10h,ypjD,6.643251501,6.503187858,0.201467934,0.230240452,0.998320015,0.977439216
5h,11h,ypjD,6.643251501,6.502619588,0.201467934,0.22116099,0.99848279,0.984754371
5h,6.5h,yqcD,6.778065076,6.786087819,0.208577257,0.209053582,0.999518545,0.989480991
5h,8.5h,yqcD,6.778065076,6.78521441,0.208577257,0.205085745,0.998834562,0.985034408
5h,10h,yqcD,6.778065076,6.697835562,0.208577257,0.217441402,0.998320015,0.977439216
5h,11h,yqcD,6.778065076,6.680338155,0.208577257,0.226176011,0.99848279,0.984754371
5h,6.5h,nfnB,6.624695146,6.634265258,0.23314246,0.2280613,0.999518545,0.989480991
5h,8.5h,nfnB,6.624695146,6.644289133,0.23314246,0.248446524,0.998834562,0.985034408
5h,10h,nfnB,6.624695146,6.590653538,0.23314246,0.239742154,0.998320015,0.977439216
5h,11h,nfnB,6.624695146,6.561910186,0.23314246,0.239117687,0.99848279,0.984754371
5h,6.5h,sodC,8.261371298,8.315755439,0.123649076,0.127447411,0.999518545,0.989480991
5h,8.5h,sodC,8.261371298,8.305475234,0.123649076,0.131261687,0.998834562,0.985034408
5h,10h,sodC,8.261371298,8.176652177,0.123649076,0.143633134,0.998320015,0.977439216
5h,11h,sodC,8.261371298,8.13814813,0.123649076,0.147683165,0.99848279,0.984754371
5h,6.5h,yaiX,5.788260199,5.798644726,0.229856938,0.229733306,0.999518545,0.989480991
5h,8.5h,yaiX,5.788260199,5.740065759,0.229856938,0.253878953,0.998834562,0.985034408
5h,10h,yaiX,5.788260199,5.629102684,0.229856938,0.290936297,0.998320015,0.977439216
5h,11h,yaiX,5.788260199,5.663849548,0.229856938,0.297053556,0.99848279,0.984754371
5h,6.5h,pmrD,7.017671125,6.977315221,0.23613327,0.231930665,0.999518545,0.989480991
5h,8.5h,pmrD,7.017671125,6.919782685,0.23613327,0.228536075,0.998834562,0.985034408
5h,10h,pmrD,7.017671125,6.815018654,0.23613327,0.239344038,0.998320015,0.977439216
5h,11h,pmrD,7.017671125,6.76016641,0.23613327,0.257549618,0.99848279,0.984754371
5h,6.5h,hscB,5.823049489,5.822351059,0.260388716,0.243261002,0.999518545,0.989480991
5h,8.5h,hscB,5.823049489,5.775034084,0.260388716,0.280599617,0.998834562,0.985034408
5h,10h,hscB,5.823049489,5.649887494,0.260388716,0.32847523,0.998320015,0.977439216
5h,11h,hscB,5.823049489,5.654818342,0.260388716,0.307664917,0.99848279,0.984754371
5h,6.5h,ygeA,7.782293947,7.765001681,0.115561716,0.122816278,0.999518545,0.989480991
5h,8.5h,ygeA,7.782293947,7.730457393,0.115561716,0.123908202,0.998834562,0.985034408
5h,10h,ygeA,7.782293947,7.639603691,0.115561716,0.128570152,0.998320015,0.977439216
5h,11h,ygeA,7.782293947,7.628057478,0.115561716,0.132243684,0.99848279,0.984754371
5h,6.5h,bacA,6.36177837,6.3899706,0.2382896,0.209039843,0.999518545,0.989480991
5h,8.5h,bacA,6.36177837,6.356771428,0.2382896,0.227735505,0.998834562,0.985034408
5h,10h,bacA,6.36177837,6.276941395,0.2382896,0.25776724,0.998320015,0.977439216
5h,11h,bacA,6.36177837,6.281537681,0.2382896,0.255033412,0.99848279,0.984754371
5h,6.5h,U66,5.858755301,5.919317102,0.222756813,0.199457958,0.999518545,0.989480991
5h,8.5h,U66,5.858755301,5.856802014,0.222756813,0.220079554,0.998834562,0.985034408
5h,10h,U66,5.858755301,5.721121412,0.222756813,0.27911299,0.998320015,0.977439216
5h,11h,U66,5.858755301,5.772431453,0.222756813,0.256205076,0.99848279,0.984754371
5h,6.5h,yhjX,7.172120987,7.180866664,0.204606449,0.192946651,0.999518545,0.989480991
5h,8.5h,yhjX,7.172120987,7.114143331,0.204606449,0.195826961,0.998834562,0.985034408
5h,10h,yhjX,7.172120987,7.045565713,0.204606449,0.20400826,0.998320015,0.977439216
5h,11h,yhjX,7.172120987,7.033604247,0.204606449,0.211386998,0.99848279,0.984754371
5h,6.5h,secB,6.346294003,6.424360897,0.241314834,0.217188334,0.999518545,0.989480991
5h,8.5h,secB,6.346294003,6.430226009,0.241314834,0.222050367,0.998834562,0.985034408
5h,10h,secB,6.346294003,6.343356327,0.241314834,0.24052052,0.998320015,0.977439216
5h,11h,secB,6.346294003,6.328342326,0.241314834,0.23520537,0.99848279,0.984754371
5h,6.5h,secA,5.897942828,5.940915986,0.232046239,0.204802133,0.999518545,0.989480991
5h,8.5h,secA,5.897942828,5.885365365,0.232046239,0.227465829,0.998834562,0.985034408
5h,10h,secA,5.897942828,5.767272853,0.232046239,0.269035629,0.998320015,0.977439216
5h,11h,secA,5.897942828,5.79655936,0.232046239,0.263516918,0.99848279,0.984754371
5h,6.5h,emrE,7.416052794,7.37658959,0.161826783,0.167083314,0.999518545,0.989480991
5h,8.5h,emrE,7.416052794,7.380258971,0.161826783,0.163909397,0.998834562,0.985034408
5h,10h,emrE,7.416052794,7.287788275,0.161826783,0.162823635,0.998320015,0.977439216
5h,11h,emrE,7.416052794,7.248434552,0.161826783,0.180896027,0.99848279,0.984754371
5h,6.5h,ahpF,5.835825782,5.862040861,0.240357922,0.225312915,0.999518545,0.989480991
5h,8.5h,ahpF,5.835825782,5.801493631,0.240357922,0.234227659,0.998834562,0.985034408
5h,10h,ahpF,5.835825782,5.70880789,0.240357922,0.266824875,0.998320015,0.977439216
5h,11h,ahpF,5.835825782,5.736561798,0.240357922,0.268950943,0.99848279,0.984754371
5h,6.5h,tatE,8.098503624,8.125532004,0.091263389,0.08786549,0.999518545,0.989480991
5h,8.5h,tatE,8.098503624,8.122920369,0.091263389,0.094073933,0.998834562,0.985034408
5h,10h,tatE,8.098503624,8.080949455,0.091263389,0.091109698,0.998320015,0.977439216
5h,11h,tatE,8.098503624,8.0176754,0.091263389,0.097028723,0.99848279,0.984754371
5h,6.5h,wrbA,9.290889704,9.337297014,0.103834313,0.105091967,0.999518545,0.989480991
5h,8.5h,wrbA,9.290889704,9.349138889,0.103834313,0.106290815,0.998834562,0.985034408
5h,10h,wrbA,9.290889704,9.283208062,0.103834313,0.108330974,0.998320015,0.977439216
5h,11h,wrbA,9.290889704,9.224636078,0.103834313,0.119041262,0.99848279,0.984754371
5h,6.5h,lolA,6.521018138,6.529534883,0.227390883,0.240783361,0.999518545,0.989480991
5h,8.5h,lolA,6.521018138,6.528245342,0.227390883,0.24585731,0.998834562,0.985034408
5h,10h,lolA,6.521018138,6.433177712,0.227390883,0.253990082,0.998320015,0.977439216
5h,11h,lolA,6.521018138,6.428029792,0.227390883,0.257374182,0.99848279,0.984754371
5h,6.5h,sanA,7.08840363,7.132346041,0.193007627,0.18610642,0.999518545,0.989480991
5h,8.5h,sanA,7.08840363,7.15102388,0.193007627,0.177861624,0.998834562,0.985034408
5h,10h,sanA,7.08840363,7.061904074,0.193007627,0.187356073,0.998320015,0.977439216
5h,11h,sanA,7.08840363,7.037446758,0.193007627,0.196603607,0.99848279,0.984754371
5h,6.5h,trmE,8.196609747,8.24625484,0.136382857,0.128979745,0.999518545,0.989480991
5h,8.5h,trmE,8.196609747,8.206043976,0.136382857,0.148651035,0.998834562,0.985034408
5h,10h,trmE,8.196609747,8.070984959,0.136382857,0.148640021,0.998320015,0.977439216
5h,11h,trmE,8.196609747,8.031582995,0.136382857,0.152587622,0.99848279,0.984754371
5h,6.5h,emrA,5.801134996,5.868676397,0.217855729,0.217032239,0.999518545,0.989480991
5h,8.5h,emrA,5.801134996,5.801569828,0.217855729,0.215045813,0.998834562,0.985034408
5h,10h,emrA,5.801134996,5.674403762,0.217855729,0.269161667,0.998320015,0.977439216
5h,11h,emrA,5.801134996,5.743108787,0.217855729,0.245461775,0.99848279,0.984754371
5h,6.5h,insA_1,5.846176423,5.901176012,0.228659296,0.197031231,0.999518545,0.989480991
5h,8.5h,insA_1,5.846176423,5.830152848,0.228659296,0.234004811,0.998834562,0.985034408
5h,10h,insA_1,5.846176423,5.734666904,0.228659296,0.271961455,0.998320015,0.977439216
5h,11h,insA_1,5.846176423,5.761335033,0.228659296,0.243657843,0.99848279,0.984754371
5h,6.5h,yajO,8.071314777,8.100478188,0.160489065,0.156426597,0.999518545,0.989480991
5h,8.5h,yajO,8.071314777,8.096514216,0.160489065,0.168537036,0.998834562,0.985034408
5h,10h,yajO,8.071314777,8.00138608,0.160489065,0.167679152,0.998320015,0.977439216
5h,11h,yajO,8.071314777,7.975058532,0.160489065,0.169601474,0.99848279,0.984754371
5h,6.5h,ylaB,8.005165882,8.022769785,0.134844576,0.141836124,0.999518545,0.989480991
5h,8.5h,ylaB,8.005165882,7.97679564,0.134844576,0.14454178,0.998834562,0.985034408
5h,10h,ylaB,8.005165882,7.876429081,0.134844576,0.146368836,0.998320015,0.977439216
5h,11h,ylaB,8.005165882,7.841095176,0.134844576,0.148585818,0.99848279,0.984754371
5h,6.5h,ylaC,8.128081868,8.113947836,0.113784226,0.115979986,0.999518545,0.989480991
5h,8.5h,ylaC,8.128081868,8.072945163,0.113784226,0.122267887,0.998834562,0.985034408
5h,10h,ylaC,8.128081868,7.976564376,0.113784226,0.118394558,0.998320015,0.977439216
5h,11h,ylaC,8.128081868,7.986862263,0.113784226,0.127901513,0.99848279,0.984754371
5h,6.5h,ybaK,6.42862842,6.462955225,0.25674808,0.253056839,0.999518545,0.989480991
5h,8.5h,ybaK,6.42862842,6.450539683,0.25674808,0.252608987,0.998834562,0.985034408
5h,10h,ybaK,6.42862842,6.347993643,0.25674808,0.270376076,0.998320015,0.977439216
5h,11h,ybaK,6.42862842,6.336790256,0.25674808,0.274900647,0.99848279,0.984754371
5h,6.5h,ylbG,7.004026293,7.010632357,0.196819033,0.193790598,0.999518545,0.989480991
5h,8.5h,ylbG,7.004026293,6.990809108,0.196819033,0.192455736,0.998834562,0.985034408
5h,10h,ylbG,7.004026293,6.902904245,0.196819033,0.214011141,0.998320015,0.977439216
5h,11h,ylbG,7.004026293,6.865341136,0.196819033,0.218020001,0.99848279,0.984754371
5h,6.5h,yagT,6.652665464,6.688206579,0.252033434,0.25515924,0.999518545,0.989480991
5h,8.5h,yagT,6.652665464,6.645604559,0.252033434,0.268400673,0.998834562,0.985034408
5h,10h,yagT,6.652665464,6.591652435,0.252033434,0.259232071,0.998320015,0.977439216
5h,11h,yagT,6.652665464,6.589896715,0.252033434,0.278295235,0.99848279,0.984754371
5h,6.5h,yahC,5.926238756,5.925097882,0.231491099,0.209661968,0.999518545,0.989480991
5h,8.5h,yahC,5.926238756,5.883030961,0.231491099,0.245040085,0.998834562,0.985034408
5h,10h,yahC,5.926238756,5.792838146,0.231491099,0.287731542,0.998320015,0.977439216
5h,11h,yahC,5.926238756,5.81245221,0.231491099,0.273401572,0.99848279,0.984754371
5h,6.5h,b0332,6.837030452,6.850700686,0.238448633,0.2477879,0.999518545,0.989480991
5h,8.5h,b0332,6.837030452,6.824440254,0.238448633,0.259295262,0.998834562,0.985034408
5h,10h,b0332,6.837030452,6.71747779,0.238448633,0.268552888,0.998320015,0.977439216
5h,11h,b0332,6.837030452,6.683372374,0.238448633,0.26429228,0.99848279,0.984754371
5h,6.5h,b0373,6.007549117,6.030417487,0.238084839,0.21679981,0.999518545,0.989480991
5h,8.5h,b0373,6.007549117,6.004004677,0.238084839,0.226537951,0.998834562,0.985034408
5h,10h,b0373,6.007549117,5.878901745,0.238084839,0.272010354,0.998320015,0.977439216
5h,11h,b0373,6.007549117,5.89156055,0.238084839,0.26687445,0.99848279,0.984754371
5h,6.5h,lacZ,6.822784304,6.828162739,0.49686341,0.490922561,0.999518545,0.989480991
5h,8.5h,lacZ,6.822784304,6.912626043,0.49686341,0.551539015,0.998834562,0.985034408
5h,10h,lacZ,6.822784304,6.864884876,0.49686341,0.592687339,0.998320015,0.977439216
5h,11h,lacZ,6.822784304,6.903607248,0.49686341,0.590495349,0.99848279,0.984754371
5h,6.5h,insA_2,8.383700497,8.365374316,0.097664583,0.0943015,0.999518545,0.989480991
5h,8.5h,insA_2,8.383700497,8.348899034,0.097664583,0.101886377,0.998834562,0.985034408
5h,10h,insA_2,8.383700497,8.300241578,0.097664583,0.100570507,0.998320015,0.977439216
5h,11h,insA_2,8.383700497,8.324431076,0.097664583,0.106505713,0.99848279,0.984754371
5h,6.5h,yaiI,6.767219314,6.790563686,0.255142095,0.23166857,0.999518545,0.989480991
5h,8.5h,yaiI,6.767219314,6.741123771,0.255142095,0.247725628,0.998834562,0.985034408
5h,10h,yaiI,6.767219314,6.641419826,0.255142095,0.26637074,0.998320015,0.977439216
5h,11h,yaiI,6.767219314,6.628577141,0.255142095,0.2706584,0.99848279,0.984754371
5h,6.5h,ybaP,8.106722559,8.069498864,0.104942016,0.111623827,0.999518545,0.989480991
5h,8.5h,ybaP,8.106722559,8.034361969,0.104942016,0.103239803,0.998834562,0.985034408
5h,10h,ybaP,8.106722559,7.948472368,0.104942016,0.110972729,0.998320015,0.977439216
5h,11h,ybaP,8.106722559,7.968116543,0.104942016,0.110924787,0.99848279,0.984754371
5h,6.5h,allS,5.85027176,5.908932005,0.200694331,0.20202831,0.999518545,0.989480991
5h,8.5h,allS,5.85027176,5.851753283,0.200694331,0.202219145,0.998834562,0.985034408
5h,10h,allS,5.85027176,5.728558038,0.200694331,0.259121046,0.998320015,0.977439216
5h,11h,allS,5.85027176,5.763638003,0.200694331,0.233255359,0.99848279,0.984754371
5h,6.5h,ydcK,8.316366808,8.331732684,0.129347095,0.130677367,0.999518545,0.989480991
5h,8.5h,ydcK,8.316366808,8.292105906,0.129347095,0.138082974,0.998834562,0.985034408
5h,10h,ydcK,8.316366808,8.19458793,0.129347095,0.134498107,0.998320015,0.977439216
5h,11h,ydcK,8.316366808,8.17930398,0.129347095,0.136473211,0.99848279,0.984754371
5h,6.5h,allD,5.875840443,5.923924015,0.201852457,0.196774566,0.999518545,0.989480991
5h,8.5h,allD,5.875840443,5.839029309,0.201852457,0.219048993,0.998834562,0.985034408
5h,10h,allD,5.875840443,5.701048085,0.201852457,0.26204514,0.998320015,0.977439216
5h,11h,allD,5.875840443,5.761269338,0.201852457,0.237059907,0.99848279,0.984754371
5h,6.5h,dsbG,7.095149852,7.133045384,0.198457903,0.195769077,0.999518545,0.989480991
5h,8.5h,dsbG,7.095149852,7.072828793,0.198457903,0.207538151,0.998834562,0.985034408
5h,10h,dsbG,7.095149852,6.975664766,0.198457903,0.214638915,0.998320015,0.977439216
5h,11h,dsbG,7.095149852,6.968611264,0.198457903,0.214348569,0.99848279,0.984754371
5h,6.5h,cbpA,8.647138706,8.690742312,0.213907977,0.1900974,0.999518545,0.989480991
5h,8.5h,cbpA,8.647138706,8.564081106,0.213907977,0.191209663,0.998834562,0.985034408
5h,10h,cbpA,8.647138706,8.428535998,0.213907977,0.223259219,0.998320015,0.977439216
5h,11h,cbpA,8.647138706,8.418407506,0.213907977,0.243299274,0.99848279,0.984754371
5h,6.5h,borD,5.770356661,5.796420464,0.232133631,0.233727591,0.999518545,0.989480991
5h,8.5h,borD,5.770356661,5.699676243,0.232133631,0.260825212,0.998834562,0.985034408
5h,10h,borD,5.770356661,5.620938327,0.232133631,0.298242,0.998320015,0.977439216
5h,11h,borD,5.770356661,5.628885116,0.232133631,0.303301945,0.99848279,0.984754371
5h,6.5h,marC,7.933532156,7.972281708,0.111430041,0.1152549,0.999518545,0.989480991
5h,8.5h,marC,7.933532156,7.953344238,0.111430041,0.110145575,0.998834562,0.985034408
5h,10h,marC,7.933532156,7.81710406,0.111430041,0.123774329,0.998320015,0.977439216
5h,11h,marC,7.933532156,7.797488882,0.111430041,0.119012865,0.99848279,0.984754371
5h,6.5h,slyA,8.13860213,8.188502307,0.098923052,0.090076856,0.999518545,0.989480991
5h,8.5h,slyA,8.13860213,8.157033429,0.098923052,0.098601068,0.998834562,0.985034408
5h,10h,slyA,8.13860213,8.098181701,0.098923052,0.101172916,0.998320015,0.977439216
5h,11h,slyA,8.13860213,8.098928167,0.098923052,0.102648718,0.99848279,0.984754371
6.5h,8.5h,yafC,6.501902224,6.511074801,0.242233254,0.226299785,0.999444403,0.987124952
6.5h,10h,yafC,6.501902224,6.494038681,0.242233254,0.242321929,0.998771734,0.971360923
6.5h,11h,yafC,6.501902224,6.454408504,0.242233254,0.239465335,0.999013778,0.981135646
6.5h,8.5h,rnhA,6.410008925,6.352495751,0.214439764,0.231757966,0.999444403,0.987124952
6.5h,10h,rnhA,6.410008925,6.348457375,0.214439764,0.231008245,0.998771734,0.971360923
6.5h,11h,rnhA,6.410008925,6.343450654,0.214439764,0.23100613,0.999013778,0.981135646
6.5h,8.5h,dinJ,9.398114329,9.407735583,0.077650804,0.091900165,0.999444403,0.987124952
6.5h,10h,dinJ,9.398114329,9.385602131,0.077650804,0.0963439,0.998771734,0.971360923
6.5h,11h,dinJ,9.398114329,9.347570628,0.077650804,0.101094361,0.999013778,0.981135646
6.5h,8.5h,ybgH,6.443768374,6.42905551,0.235325755,0.238828622,0.999444403,0.987124952
6.5h,10h,ybgH,6.443768374,6.37082171,0.235325755,0.244651529,0.998771734,0.971360923
6.5h,11h,ybgH,6.443768374,6.325125083,0.235325755,0.259439709,0.999013778,0.981135646
6.5h,8.5h,ybiS,8.297595296,8.307060198,0.078626848,0.078698824,0.999444403,0.987124952
6.5h,10h,ybiS,8.297595296,8.278858157,0.078626848,0.080146188,0.998771734,0.971360923
6.5h,11h,ybiS,8.297595296,8.227938629,0.078626848,0.083308617,0.999013778,0.981135646
6.5h,8.5h,ymfE,6.527885819,6.532395579,0.245633932,0.249751116,0.999444403,0.987124952
6.5h,10h,ymfE,6.527885819,6.523528399,0.245633932,0.266974864,0.998771734,0.971360923
6.5h,11h,ymfE,6.527885819,6.516672806,0.245633932,0.272079591,0.999013778,0.981135646
6.5h,8.5h,minC,9.476447977,9.448597704,0.049892104,0.053574465,0.999444403,0.987124952
6.5h,10h,minC,9.476447977,9.39283803,0.049892104,0.050710075,0.998771734,0.971360923
6.5h,11h,minC,9.476447977,9.356170668,0.049892104,0.056681138,0.999013778,0.981135646
6.5h,8.5h,ycgK,6.131862086,6.015071389,0.247388096,0.275529743,0.999444403,0.987124952
6.5h,10h,ycgK,6.131862086,5.956461812,0.247388096,0.254081076,0.998771734,0.971360923
6.5h,11h,ycgK,6.131862086,5.935289968,0.247388096,0.263467783,0.999013778,0.981135646
6.5h,8.5h,ldhA,7.644550136,7.664312588,0.131926851,0.118431493,0.999444403,0.987124952
6.5h,10h,ldhA,7.644550136,7.61878645,0.131926851,0.1284169,0.998771734,0.971360923
6.5h,11h,ldhA,7.644550136,7.561381006,0.131926851,0.144192056,0.999013778,0.981135646
6.5h,8.5h,yddH,6.394210792,6.378188312,0.246807735,0.284398612,0.999444403,0.987124952
6.5h,10h,yddH,6.394210792,6.308158211,0.246807735,0.281581934,0.998771734,0.971360923
6.5h,11h,yddH,6.394210792,6.264776641,0.246807735,0.289073728,0.999013778,0.981135646
6.5h,8.5h,ydeI,6.428397375,6.447705455,0.279206011,0.300089742,0.999444403,0.987124952
6.5h,10h,ydeI,6.428397375,6.297683383,0.279206011,0.332951801,0.998771734,0.971360923
6.5h,11h,ydeI,6.428397375,6.288900868,0.279206011,0.307410559,0.999013778,0.981135646
6.5h,8.5h,Empty,8.20336197,8.166863033,0.10989175,0.111103176,0.999444403,0.987124952
6.5h,10h,Empty,8.20336197,8.078501951,0.10989175,0.114027108,0.998771734,0.971360923
6.5h,11h,Empty,8.20336197,8.026967381,0.10989175,0.126095195,0.999013778,0.981135646
6.5h,8.5h,ybiA,5.987091916,5.894802415,0.190430969,0.211380959,0.999444403,0.987124952
6.5h,10h,ybiA,5.987091916,5.809705767,0.190430969,0.236759925,0.998771734,0.971360923
6.5h,11h,ybiA,5.987091916,5.83519894,0.190430969,0.242477056,0.999013778,0.981135646
6.5h,8.5h,astC,5.97525623,5.924302131,0.206675994,0.219125258,0.999444403,0.987124952
6.5h,10h,astC,5.97525623,5.861665918,0.206675994,0.245865662,0.998771734,0.971360923
6.5h,11h,astC,5.97525623,5.914724662,0.206675994,0.237599513,0.999013778,0.981135646
6.5h,8.5h,ydjA,7.63476231,7.6777196,0.137603486,0.131867151,0.999444403,0.987124952
6.5h,10h,ydjA,7.63476231,7.65824059,0.137603486,0.121043523,0.998771734,0.971360923
6.5h,11h,ydjA,7.63476231,7.5837005,0.137603486,0.142843589,0.999013778,0.981135646
6.5h,8.5h,yebG,7.371646594,7.392065437,0.176212753,0.169705119,0.999444403,0.987124952
6.5h,10h,yebG,7.371646594,7.35178917,0.176212753,0.172376494,0.998771734,0.971360923
6.5h,11h,yebG,7.371646594,7.31721301,0.176212753,0.174123681,0.999013778,0.981135646
6.5h,8.5h,yfiE,7.595392505,7.633944792,0.154930862,0.146399181,0.999444403,0.987124952
6.5h,10h,yfiE,7.595392505,7.59183104,0.154930862,0.145422631,0.998771734,0.971360923
